add-none,2,100,400,140651,351,0
add-none,4,100,800,223592,279,0
add-none,8,100,1600,364138,227,0
add-none,12,100,2400,515976,214,0
add-none,2,1000,4000,248025,62,0
add-none,4,1000,8000,362286,45,11
add-none,8,1000,16000,370326,23,1
add-none,12,1000,24000,497320,20,7
add-none,2,10000,40000,624177,15,118
add-none,4,10000,80000,1309735,16,217
add-none,8,10000,160000,2272587,14,84
add-none,12,10000,240000,3482812,14,62
add-none,2,100000,400000,4301392,10,128
add-none,4,100000,800000,9968001,12,446
add-none,8,100000,1600000,20734439,12,388
add-none,12,100000,2400000,33846357,14,419
add-yield-none,2,10,40,208982,5224,1
add-yield-none,4,10,80,295947,3699,1
add-yield-none,8,10,160,363757,2273,2
add-yield-none,12,10,240,503583,2098,2
add-yield-none,2,20,80,224254,2803,0
add-yield-none,4,20,160,279299,1745,0
add-yield-none,8,20,320,348851,1090,4
add-yield-none,12,20,480,512067,1066,7
add-yield-none,2,40,160,282795,1767,0
add-yield-none,4,40,320,304618,951,1
add-yield-none,8,40,640,393030,614,1
add-yield-none,12,40,960,508683,529,4
add-yield-none,2,80,320,307890,962,1
add-yield-none,4,80,640,348785,544,1
add-yield-none,8,80,1280,454212,354,6
add-yield-none,12,80,1920,545969,284,4
add-yield-none,2,100,400,377777,944,1
add-yield-none,4,100,800,422310,527,2
add-yield-none,8,100,1600,499175,311,3
add-yield-none,12,100,2400,639937,266,9
add-yield-none,2,1000,4000,2089673,522,2
add-yield-none,4,1000,8000,2135770,266,2
add-yield-none,8,1000,16000,2307710,144,16
add-yield-none,12,1000,24000,2874526,119,8
add-yield-none,2,10000,40000,17617283,440,0
add-yield-none,4,10000,80000,18451079,230,13
add-yield-none,8,10000,160000,20640345,129,201
add-yield-none,12,10000,240000,25924378,108,637
add-yield-none,2,100000,400000,172300816,430,51
add-yield-none,4,100000,800000,185091824,231,16
add-yield-none,8,100000,1600000,207003065,129,1329
add-yield-none,12,100000,2400000,271052514,112,7923
add-none,1,10,20,154808,7740,0
add-none,1,20,40,145523,3638,0
add-none,1,40,80,119481,1493,0
add-none,1,80,160,147479,921,0
add-none,1,100,200,150223,751,0
add-none,1,1000,2000,158188,79,0
add-none,1,10000,20000,318503,15,0
add-none,1,100000,200000,1345019,6,0
add-yield-none,1,10,20,165214,8260,0
add-yield-none,1,20,40,173702,4342,0
add-yield-none,1,40,80,210636,2632,0
add-yield-none,1,80,160,291020,1818,0
add-yield-none,1,100,200,304280,1521,0
add-yield-none,1,1000,2000,1806607,903,0
add-yield-none,1,10000,20000,15733793,786,0
add-yield-none,1,100000,200000,149073034,745,0
add-yield-m,1,10000,20000,16124658,806,0
add-yield-m,2,10000,40000,52839328,1320,0
add-yield-m,4,10000,80000,126755587,1584,0
add-yield-m,8,10000,160000,283331806,1770,0
add-yield-m,12,10000,240000,421568088,1756,0
add-yield-c,1,10000,20000,16770797,838,0
add-yield-c,2,10000,40000,38190264,954,0
add-yield-c,4,10000,80000,71286255,891,0
add-yield-c,8,10000,160000,128367359,802,0
add-yield-c,12,10000,240000,183280349,763,0
add-yield-s,1,1000,2000,1843326,921,0
add-yield-s,2,1000,4000,3941933,985,0
add-yield-s,4,1000,8000,10166194,1270,0
add-yield-s,8,1000,16000,24076143,1504,0
add-yield-s,12,1000,24000,44246384,1843,0
add-none,1,10000,20000,306669,15,0
add-none,2,10000,40000,435176,10,2
add-none,4,10000,80000,1102815,13,55
add-none,8,10000,160000,2571782,16,41
add-none,12,10000,240000,3541827,14,89
add-s,1,10000,20000,486456,24,0
add-s,2,10000,40000,6186905,154,0
add-s,4,10000,80000,29699898,371,0
add-s,8,10000,160000,102287509,639,0
add-s,12,10000,240000,208002834,866,0
add-m,1,10000,20000,840950,42,0
add-m,2,10000,40000,3312732,82,0
add-m,4,10000,80000,9714430,121,0
add-m,8,10000,160000,24604873,153,0
add-m,12,10000,240000,37135009,154,0
add-c,1,10000,20000,551642,27,0
add-c,2,10000,40000,2002723,50,0
add-c,4,10000,80000,6310931,78,0
add-c,8,10000,160000,12400327,77,0
add-c,12,10000,240000,20585165,85,0
